"hospital_name","district","nearest_nh","distance_meters"
"Apex Hospitals Pvt Ltd","Jaipur","Jaipur-Jobalpur","2989.08"
"Archana Hospital","Jaipur","Jaipur-Jobalpur","134.01"
"Arihant Homeo Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1721.31"
"Arihant Surgical & Day Care Centre","Jaipur","Agra-Bharatpur-Duasa-Jaipur Road","684.39"
"Arogya Clinic","Jaipur","AGRA JAIPUR BIKANER","521.83"
"Arpit Hospital","Jaipur","Delhi Ahemdabad Road","684.91"
"Arya Hospital","Jaipur","AGRA JAIPUR BIKANER","33.54"
"Arya Hospital- Jaipur","Jaipur","Jaipur-Jobalpur","557.35"
"ASG Eye Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","143.34"
"Asha Homeopathic Clinic","Jaipur","Delhi Ahemdabad Road","270.21"
"Ashok Hospital & Research Centre","Jaipur","Jaipur Ajmer road","35.92"
"Ashok Hospital and Research Center","Jaipur","Jaipur Ajmer road","72.78"
"Asopa Hospital","Jaipur","Jaipur Ajmer road","56.40"
"Atal Hospital and Reseach Center","Jaipur","Jaipur-Jobalpur","1712.03"
"Atulya Hospital","Jaipur","Jaipur Ajmer road","384.00"
"Ayurvedic Chikitsalaya","Jaipur","Jaipur kota Jabalpur road","2203.54"
"Ayurvedic Hospital","Jaipur","Jaipur Ajmer road","715.08"
"Ayush Hospital","Jaipur","Jaipur Ajmer road","1016.32"
"Baby lom Hospital","Jaipur","Jaipur Ajmer road","1198.78"
"Bagga Clinic","Jaipur","Jaipur-Jobalpur","1570.34"
"Bagree Hospital and Research Centre","Jaipur","Delhi Ahemdabad Road","292.19"
"Bagru Nursing Home","Jaipur","Jaipur Ajmer road","385.82"
"Baheti Hospital","Jaipur","Jaipur-Jobalpur","2719.90"
"Balaji Clinic","Jaipur","Jaipur-Jobalpur","235.99"
"Balaji ENT Hospital","Jaipur","Jaipur-Jobalpur","1041.64"
"Balaji Fracture Hospital","Jaipur","AGRA JAIPUR BIKANER","51.31"
"Balaji Homoeopathic Clinic","Jaipur","Jaipur Ajmer road","621.94"
"Balaji Hospital and Orthopaedic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","147.88"
"Balaji Mahila & Fertility Hospital","Jaipur","AGRA JAIPUR BIKANER","66.31"
"Baldwa Clinic","Jaipur","Jaipur-Jobalpur","602.81"
"Balesra Clinic","Jaipur","Delhi Ahemdabad Road","60.27"
"Baliyan's Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1071.17"
"Balodia Child Clinic","Jaipur","Jaipur Ajmer road","207.94"
"Bambala Clinic","Jaipur","Jaipur-Jobalpur","108.04"
"Bani Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","407.18"
"Bani Park Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","435.34"
"Bansal Hospital","Jaipur","AGRA JAIPUR BIKANER","31.15"
"Bansal Hospital and Research Center","Jaipur","Jaipur-Jobalpur","928.39"
"Bansal Hospital,Jaipur","Jaipur","Jaipur Ajmer road","593.06"
"Barala Hospital and Research Centre","Jaipur","AGRA JAIPUR BIKANER","116.23"
"BB Saxena Hospital","Jaipur","Delhi Ahemdabad Road","1638.82"
"Bhagat Ji Polyclinic & Multi Speciality Centre","Jaipur","Delhi to Ajmer Expressway","35.25"
"Bhagwan Mahaveer Cancer Hospital and Research Center","Jaipur","Jaipur-Jobalpur","928.05"
"Bhagwan Mahaveer Chikitsalaya","Jaipur","Jaipur-Jobalpur","457.72"
"Bhagwati Clinic","Jaipur","Delhi Ahemdabad Road","609.24"
"Bhandari Hospital and Research Centre","Jaipur","Jaipur-Jobalpur","242.27"
"Bhanu Hospital","Jaipur","Jaipur-Jobalpur","608.27"
"Bharadwaj Clinic","Jaipur","Jaipur-Jobalpur","179.37"
"Bharadwaj Hospital","Jaipur","Jaipur Ajmer road","74.09"
"Bhardwaj Chikitsalaya","Jaipur","AGRA JAIPUR BIKANER","3291.69"
"Bhardwaj Clinic","Jaipur","Jaipur Ajmer road","1153.55"
"Bhartiya Clinic","Jaipur","Jaipur-Jobalpur","1553.55"
"Bhim Singh Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1579.13"
"Bhiwani Eye Care Centre","Jaipur","Jaipur-Jobalpur","1125.68"
"Bhiwani Eye Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","467.68"
"Bombay Hospital","Jaipur","Jaipur-Jobalpur","3035.21"
"Bugaliya Bahadur Singh","Jaipur","Jaipur-Jobalpur","767.67"
"C.B.L. Memorial Holy Family Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","82.40"
"Care Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","978.76"
"Carewell Hospital","Jaipur","Jaipur-Jobalpur","1273.49"
"Centre For Sight","Jaipur","Jaipur-Jobalpur","1242.79"
"CGHS Dispensary No.4","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","421.57"
"CGHS Dispensary No.5, Income Tax Colony","Jaipur","Jaipur-Jobalpur","971.60"
"CGHS Polyclinic, A.G.Colony","Jaipur","Jaipur-Jobalpur","644.93"
"Chakrapani Ayurveda Clinic & Research Centre","Jaipur","Jaipur-Jobalpur","980.36"
"Chanda Devi Memorial Hospital","Jaipur","Jaipur Ajmer road","1403.34"
"Chandra Bhan Hospital","Jaipur","Jaipur Ajmer road","1245.23"
"Chandra Hospital","Jaipur","Jaipur-Jobalpur","28.67"
"Chawla Hospital and Laparoscopy Centre","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1190.35"
"Chelani's Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","619.39"
"Chhoti Devi Memorial Hospital","Jaipur","AGRA JAIPUR BIKANER","127.57"
"Child Care Hospital","Jaipur","Jaipur-Jobalpur","765.03"
"Chirag Hospital","Jaipur","Jaipur-Jobalpur","3170.26"
"Chirakshi ENT and Cancer Clinic","Jaipur","Jaipur-Jobalpur","3789.56"
"Chomu Janana and General Hospital","Jaipur","AGRA JAIPUR BIKANER","82.26"
"Chomun Mahila and Eye Hospital","Jaipur","AGRA JAIPUR BIKANER","39.54"
"Choudhary Zenana Hospital","Jaipur","AGRA JAIPUR BIKANER","209.27"
"Chouhan Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1769.42"
"Chowan Hospital","Jaipur","Delhi Ahemdabad Road","1722.75"
"City Family Clinic","Jaipur","Jaipur Ajmer road","1024.43"
"City Hospital","Jaipur","AGRA JAIPUR BIKANER","61.38"
"Cocoon Hospital","Jaipur","Jaipur-Jobalpur","99.73"
"Cure Life Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","2079.94"
"Cure Well Children & General Clinic","Jaipur","Delhi Ahemdabad Road","230.14"
"Curewell Hospital","Jaipur","Jaipur-Jobalpur","2390.90"
"D R M Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","105.96"
"D. C. Hospital","Jaipur","Jaipur-Jobalpur","1455.23"
"D. H. Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","894.96"
"Dadhic Clinic","Jaipur","Chandwaji to Jaipur","924.24"
"Daisy Aura Health Clinic","Jaipur","Jaipur-Jobalpur","928.17"
"Daksh Casita","Jaipur","Chandwaji to Jaipur","285.50"
"Daksh Hospital","Jaipur","Jaipur Ajmer road","492.90"
"Dariya Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","706.02"
"Deenbandhu Hospital","Jaipur","Jaipur Ajmer road","38.58"
"Deep Hospital and Research Centre","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1780.93"
"Deep Usha Clinic","Jaipur","Jaipur-Jobalpur","138.10"
"Deshbandhu E.N.T. Hospital","Jaipur","Jaipur Ajmer road","3741.64"
"Dev Clinic","Jaipur","Delhi Ahemdabad Road","2099.70"
"Dhanvantari Hospital,Jaipur","Jaipur","Jaipur-Jobalpur","3755.02"
"Dhanwantri Clinic","Jaipur","Delhi Ahemdabad Road","453.39"
"Dhiraj Clinic","Jaipur","Jaipur-Jobalpur","2950.70"
"Dhruv Clinic","Jaipur","Jaipur-Jobalpur","304.83"
"Dhuleshwar Hospital and Laser Skin Centre","Jaipur","Jaipur Ajmer road","205.21"
"Dirghayu Hospital","Jaipur","Agra Bikaner","42.65"
"DIVA Women Clinic","Jaipur","Jaipur-Jobalpur","4006.50"
"Diwakar Orthopedic and General Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","381.83"
"Dr Agarwals Eye Hospital","Jaipur","Jaipur Ajmer road","564.03"
"Dr Atuls Child Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1010.65"
"Dr BS Sharma","Jaipur","Jaipur Ajmer road","1434.67"
"Dr Mahendra Orthopaedic Centre","Jaipur","Delhi Ahemdabad Road","786.92"
"Dr Naresh Goyal Orthopadic Hospital","Jaipur","Jaipur-Jobalpur","2088.55"
"Dr R K Sureka","Jaipur","Jaipur Ajmer road","249.23"
"Dr Roy Chowdary's Institute Of Urology","Jaipur","Jaipur-Jobalpur","1361.20"
"Dr Sardar Singh Memorial Hospital(Managed By M/S Kamal Clinic and Nursing Home)","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","494.81"
"Dr Satish Chandra Mathur","Jaipur","Jaipur-Jobalpur","452.47"
"Dr. Abhishek Kothari","Jaipur","Jaipur-Jobalpur","451.90"
"Dr. Ajay's Clinic","Jaipur","Jaipur kota Jabalpur road","1724.98"
"Dr. Amarnath Singodiya","Jaipur","Jaipur Ajmer road","609.32"
"Dr. Anurag Dhakar","Jaipur","Jaipur-Jobalpur","64.46"
"Dr. Archana's Skin & Cosmetic Clinic","Jaipur","Delhi Ahemdabad Road","705.59"
"Dr. Arvind Palawat","Jaipur","Delhi Ahemdabad Road","260.65"
"Dr. Ashok Khandelwal","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","877.16"
"Dr. B. L. Dariya","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","666.49"
"Dr. B. Lal Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","906.47"
"Dr. C M Chopra Hospital and Heart Care Centre","Jaipur","AGRA JAIPUR BIKANER","173.25"
"Dr. Charan Clinic","Jaipur","Jaipur-Jobalpur","1843.80"
"Dr. Charu's Homeo Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","673.34"
"Dr. D. S. Poonia","Jaipur","Jaipur-Jobalpur","548.56"
"Dr. Deepak Jain","Jaipur","Jaipur-Jobalpur","602.78"
"Dr. Dhingra's Clinic","Jaipur","Jaipur-Jobalpur","1382.01"
"Dr. Dinesh Gupta Wisdom Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","440.40"
"Dr. Dinesh Tripati","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","385.38"
"Dr. Dogras Clinic","Jaipur","Jaipur-Jobalpur","675.94"
"Dr. G C. Bothra","Jaipur","Jaipur Ajmer road","323.28"
"Dr. Geraldine Jain's Punarnawah Skin Laser & Aesthetic Clinic","Jaipur","Jaipur Ajmer road","585.63"
"Dr. Goyal's Path Lab and Imaging Centre","Jaipur","Jaipur Ajmer road","655.87"
"Dr. Gulab Choudhary Homoeopathic Clinic & Research Centre","Jaipur","Delhi to Ajmer Expressway","296.86"
"Dr. Hari Ram Maharia","Jaipur","Jaipur-Jobalpur","3066.48"
"Dr. Hemant Bhartiya Clinic","Jaipur","Jaipur-Jobalpur","161.75"
"Dr. J.P. Yogi Hospital","Jaipur","Delhi Jaipur Ahmedabad Road","855.96"
"Dr. Jain's Bone and Joint Clinic","Jaipur","Jaipur-Jobalpur","173.89"
"Dr. Jatin Mishra","Jaipur","Jaipur-Jobalpur","29.24"
"Dr. Johar's Ayush Unani Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1718.01"
"Dr. K.C. KASLIWAL Ear,Nose and Throat Centre","Jaipur","Jaipur-Jobalpur","143.82"
"Dr. Kailash Chand Aloria","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","435.18"
"Dr. Kanodia's Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","809.05"
"Dr. Kapil Dev Garg","Jaipur","Jaipur-Jobalpur","2126.72"
"Dr. Madan Mohan Bhojak","Jaipur","Jaipur-Jobalpur","337.16"
"Dr. Mahesh Agarwal","Jaipur","Delhi to Ajmer Expressway","487.55"
"Dr. Mahesh Gupta Child Clinic","Jaipur","Jaipur-Jobalpur","2261.00"
"Dr. Manfool Chaudhary Clinic","Jaipur","Delhi to Ajmer Expressway","43.78"
"Dr. Matadeen","Jaipur","Delhi Ajmer Road","3824.13"
"Dr. N M Jain Clinic","Jaipur","Jaipur-Jobalpur","818.80"
"Dr. Narang Hospital","Jaipur","Jaipur Ajmer road","411.96"
"Dr. Narendra Joshi","Jaipur","Jaipur Ajmer road","152.28"
"Dr. Narendra Singh","Jaipur","Jaipur Ajmer road","308.90"
"Dr. P L Clinic","Jaipur","Jaipur-Jobalpur","1674.72"
"Dr. Panicker's Sanjeevani Hospital Pvt. Ltd.","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","460.88"
"Dr. Pankaj Bohra","Jaipur","Jaipur-Jobalpur","763.87"
"Dr. Pawan N Jarwal","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","681.88"
"Dr. Pawan Saini's Physiotherapy Clinic","Jaipur","Jaipur Ajmer road","1840.69"
"Dr. Payal Physiotherapy Clinic","Jaipur","Jaipur Ajmer road","1119.20"
"Dr. Pooja Mukul","Jaipur","Jaipur-Jobalpur","474.04"
"Dr. Pradyumn Sharma","Jaipur","Jaipur-Jobalpur","464.40"
"Dr. Prashant Modi","Jaipur","Jaipur Ajmer road","877.50"
"Dr. Praveen Joshi Clinic","Jaipur","Delhi Ahemdabad Road","1889.14"
"Dr. Puneet Bhargav","Jaipur","Jaipur-Jobalpur","161.22"
"Dr. Pushpa Jain","Jaipur","Jaipur-Jobalpur","44.54"
"Dr. R.K. Gupta Homoeopathic Clinic","Jaipur","Delhi to Ajmer Expressway","413.96"
"Dr. R.M. Mathur Clinic","Jaipur","Jaipur-Jobalpur","532.54"
"Dr. Rahul Rai Super Specialist Liver Clinic","Jaipur","Jaipur-Jobalpur","451.35"
"Dr. Rajeev Soni","Jaipur","Jaipur Ajmer road","136.50"
"Dr. Rajendra Choudhary Ophthalmologist","Jaipur","Delhi Ahemdabad Road","133.71"
"Dr. Rajendra Kediya","Jaipur","Delhi Jaipur Ahmedabad Road","1102.44"
"Dr. Rajendra Singh Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1583.99"
"Dr. Rajesh Khandelwal","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","637.14"
"Dr. Rajkumar Jain","Jaipur","Jaipur Ajmer road","101.02"
"Dr. Rakesh Mahala","Jaipur","Delhi Ahemdabad Road","939.60"
"Dr. Ramesh Memorial Hospital","Jaipur","Jaipur Ajmer road","4755.52"
"Dr. Raturi Bharat Mohan","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","340.00"
"Dr. Renu Saigal Clinic","Jaipur","Jaipur-Jobalpur","417.38"
"Dr. Ritu Joshi","Jaipur","Jaipur-Jobalpur","773.46"
"Dr. Riya Jain","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1618.13"
"Dr. S. P. Gupta","Jaipur","Jaipur-Jobalpur","495.72"
"Dr. S.K. Pareek","Jaipur","Jaipur-Jobalpur","109.81"
"Dr. S.L. Tolani","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1643.25"
"Dr. Sakshi Skin and Laser Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","793.67"
"Dr. Sanjay Kanodia's Skin Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","184.12"
"Dr. Sharad Sharma","Jaipur","Jaipur-Jobalpur","468.50"
"Dr. Shashi Kant Jain","Jaipur","Jaipur-Jobalpur","133.68"
"Dr. Shekhawat's Clinic","Jaipur","Jaipur Ajmer road","1231.42"
"Dr. Sitaram Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1012.18"
"Dr. Subhash Doot","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","2014.17"
"Dr. Suresh Yadav's Urology Clinic","Jaipur","Delhi Ahemdabad Road","1490.93"
"Dr. Umesh Khandelwal","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","853.74"
"Dr. Vaishali Mathur","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","368.11"
"Dr. Ved Prakash","Jaipur","Jaipur-Jobalpur","1100.65"
"Dr. Vibhor Khandal","Jaipur","Chandwaji to Jaipur","28.31"
"Dr. Vijay Saxena Clinic , Jaipur","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","155.79"
"Dr. Vijay Sharma Gastroenterology Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","310.12"
"Dr. Vijaypal Choudhary","Jaipur","Delhi Ahemdabad Road","2566.88"
"Dr. Virendra Laser and Phaco Surgery Centre - Jaipur","Jaipur","Jaipur-Jobalpur","97.06"
"Dr. Wasim Khan's Skin Clinic","Jaipur","AGRA JAIPUR BIKANER","549.02"
"Dr. Yogeshwari Gupta","Jaipur","Jaipur-Jobalpur","90.50"
"Dr.Chauhan Orthopadic centre","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","69.47"
"Dr.M.R.Grewal Memorial Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1125.63"
"Dr.Mamodias Proctology and IRC Centre","Jaipur","Jaipur-Jobalpur","1082.17"
"Dr.Mehta's Dignostic Clinic","Jaipur","Jaipur-Jobalpur","865.30"
"Dr.Sudrania Clinic","Jaipur","Jaipur-Jobalpur","220.30"
"Dugra Devi Memorial Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1046.23"
"Dulet Hospital","Jaipur","Jaipur Ajmer road","158.34"
"Durbeen Hospital","Jaipur","Delhi to Ajmer Expressway","716.54"
"Durga Poly Clinic","Jaipur","Jaipur Ajmer road","40.46"
"Durgapura Hospital","Jaipur","Jaipur-Jobalpur","13.15"
"Dwarka Hospital","Jaipur","Jaipur Ajmer road","474.90"
"Dwarka Orthopaedic and Trauma Hospital","Jaipur","Jaipur Ajmer road","28.94"
"ECHS Polyclinic","Jaipur","Delhi to Ajmer Expressway","147.05"
"Ekta Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","210.06"
"Enhance Clinic","Jaipur","Jaipur-Jobalpur","944.21"
"Eva Slimming Clinic","Jaipur","Delhi Ahemdabad Road","718.63"
"Eye Care Centre","Jaipur","Delhi Ajmer Road","2215.68"
"Eye Surgery and Laser Centre","Jaipur","Jaipur-Jobalpur","1244.29"
"Faiz Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","726.98"
"Falor Eye and Phaco Surgery Centre","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","581.19"
"Family Care Poly Clinic","Jaipur","Delhi Ahemdabad Road","1272.64"
"Family Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","866.91"
"G M R C Hospital","Jaipur","Jaipur-Jobalpur","1791.29"
"Ganadhipati Purushottam Shekhawati Hospital and Research Center","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","575.80"
"Ganda Clinic","Jaipur","Jaipur-Jobalpur","1081.32"
"Ganda Homeo Clinic","Jaipur","Jaipur-Jobalpur","1282.16"
"Ganesh Clinic","Jaipur","Chandwaji to Jaipur","537.22"
"Gangori Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1542.40"
"Garg Child Hospital","Jaipur","Jaipur Ajmer road","131.77"
"Garg Clinic","Jaipur","Jaipur-Jobalpur","746.07"
"Gastro and Liver care","Jaipur","Jaipur Ajmer road","307.53"
"Gauri Multi Speciality Hospital","Jaipur","Jaipur Ajmer road","445.50"
"Gautam Clinic","Jaipur","Jaipur-Jobalpur","2883.53"
"Gautam Hospital and Research Center","Jaipur","Jaipur Ajmer road","369.73"
"Gem Hospital","Jaipur","Jaipur Ajmer road","3322.35"
"Gem Nursing Home","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","55.64"
"Getwell Poly Clinic and Hospital","Jaipur","Jaipur-Jobalpur","274.00"
"Ghiya Hospital","Jaipur","Jaipur-Jobalpur","1631.79"
"Ginni Devi Memorial Hospital","Jaipur","Jaipur-Jobalpur","2419.67"
"Girdhar Hospital and Research Centre","Jaipur","Jaipur-Jobalpur","1937.44"
"Gitanjli Clinic","Jaipur","Jaipur-Jobalpur","869.28"
"Global Advanced Ent Surgery Centre","Jaipur","Jaipur-Jobalpur","37.70"
"Gopinath Hospital","Jaipur","Jaipur-Jobalpur","275.80"
"Gouri Multi-speciality Hospital","Jaipur","Jaipur Ajmer road","1313.95"
"Government Dental College and Hospital, Jaipur","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","686.61"
"Government Homeopathic Centre","Jaipur","Jaipur Ajmer road","261.17"
"Government Hospital","Jaipur","Jaipur-Jobalpur","1834.25"
"Government Hospital Raisar","Jaipur","Dausa Manoharpur road","157.03"
"Government Hospital, Amer","Jaipur","Chandwaji to Jaipur","1935.46"
"Government Hospital, Bagru","Jaipur","Jaipur Ajmer road","759.05"
"Government Hospital, Barnagar","Jaipur","Delhi Ahmedabad road","3554.23"
"Government Hospital, Bhabhru","Jaipur","Delhi Ahmedabad road","49.00"
"Government Hospital, Bhanupur Kalan","Jaipur","Chandwaji to Jaipur","2518.97"
"Government Hospital, Chaksu","Jaipur","Jaipur Jabalpur Road","3329.53"
"Government Hospital, Kothun","Jaipur","Jaipur Jabalpur Road","551.54"
"Government Satellite Hospital, Banipark  , Jaipur","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","550.52"
"Governmet Hospital Shahpura","Jaipur","Delhi Jaipur Ahmedabad Road","528.42"
"Govind Clinic","Jaipur","Chandwaji to Jaipur","1058.37"
"Govt. B D M Hospital","Jaipur","Delhi to Ajmer Expressway","134.82"
"Goyal Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","310.04"
"Goyal Hospital, Jaipur","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1461.88"
"Goyalsa Homeo Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","367.43"
"GP Hospital","Jaipur","Chandwaji to Jaipur","39.10"
"Gupata Homeo Clinic","Jaipur","Jaipur-Jobalpur","1339.31"
"Gupta's Clinic","Jaipur","Delhi Ahemdabad Road","137.36"
"Gupta Chest And General Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1323.45"
"Gupta Child andGenral","Jaipur","Delhi Ahemdabad Road","1263.02"
"Gupta Clinic","Jaipur","Jaipur Ajmer road","1136.19"
"Gupta Dental Clinic and Perio Surgery Hospital","Jaipur","Jaipur-Jobalpur","125.91"
"Gupta Fracture Clinic and Spine Centre","Jaipur","Jaipur-Jobalpur","101.06"
"Gupta Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1764.17"
"Gupta Hospital and Diagnostic Centre Jaipur","Jaipur","Jaipur-Jobalpur","2594.80"
"Gurukripa Hospital","Jaipur","Jaipur Jabalpur Road","3277.59"
"Harmony National Homeopathy Hospital","Jaipur","Jaipur-Jobalpur","3211.38"
"Health Aid Hospital","Jaipur","Jaipur-Jobalpur","1187.16"
"Health Care Clinic","Jaipur","Jaipur kota Jabalpur road","2300.03"
"Health Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","617.56"
"Health Hospital","Jaipur","Jaipur-Jobalpur","1860.97"
"Health Line Hospital","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","691.86"
"Heart and General Hospital","Jaipur","Jaipur-Jobalpur","447.57"
"Hi Tech Hospital, Jaipur","Jaipur","Jaipur-Jobalpur","2179.46"
"Hiteshi Homeo Clinic & Skin Allergy Centre","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","221.82"
"Hiya Nursing Care & Clinic","Jaipur","Jaipur-Jobalpur","3332.72"
"Holy Family Hospital, Jaipur","Jaipur","Jaipur-Jobalpur","1348.60"
"Homeopathic Aarogya Dham","Jaipur","Jaipur Ajmer road","852.09"
"Homeopathic Clinic","Jaipur","Delhi Ahemdabad Road","3913.48"
"Homeopathy Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","1902.99"
"Homoeopathic Clinic","Jaipur","Agra - Bharatpur - Dausa - Jaipur Road","451.35"
"Indowestern Brain and Spine Hospital","Jaipur","Jaipur-Jobalpur","452.79"
"Indra Hospital","Jaipur","Shahpura - Alwar Nuhu - Gurgaon road","59.72"
"International Fertility and Health Care Centre","Jaipur","Jaipur-Jobalpur","18.26"
"ITS Clinic","Jaipur","Jaipur Ajmer road","945.59"
"J P Eye Hospital, Jaipur","Jaipur","Jaipur-Jobalpur","110.49"
"J. K. Loan Hospital","Jaipur","Jaipur-Jobalpur","395.73"
"J. N. Mishra Memorial Hospital","Jaipur","Delhi Ahemdabad Road","1275.45"
"J.S.Mahila and General Hospital and Research Centre","Jaipur","AGRA JAIPUR BIKANER","19.71"
"jagdamba Clinic","Jaipur","Jaipur-Jobalpur","70.24"
"Jai Ambey Homyo Clinic","Jaipur","Jaipur-Jobalpur","314.43"
"Jai Durga Hospital and Research Centre","Jaipur","Chandwaji to Jaipur","4818.26"
